anime_id,title,title_english,episodes,rating,score,scored_by,rank,popularity,members,genre,duration_min,aired_from_year
30658,Gakuen no Ikenie: Nagusami Mono to Kashita Kyonyuu Furyou Shoujo,,1,Rx - Hentai,5.88,930,,6505,2362,Hentai,27,2015
30663,Docchi mo Maid,,1,PG-13 - Teens 13 or older,4.55,169,9344,9489,510,"Action, Comedy, Magic, Ecchi, Shoujo Ai",13,2004
30679,Queen&#039;s Blade: Grimoire,,2,R+ - Mild Nudity,6.36,1398,6165,4559,5939,"Action, Adventure, Ecchi, Fantasy",29,2016
30686,Pokemon XY: Hoopa no Odemashi Daisakusen!!,,6,PG - Children,6.22,868,6706,6565,2298,"Comedy, Fantasy, Kids",0.666666667,2015
30694,Dragon Ball Super,Dragon Ball Super,131,PG-13 - Teens 13 or older,7.78,102780,922,278,250101,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",23,2015
30695,Pop in Q,,1,PG - Children,6.43,526,5893,4197,7333,"Music, Fantasy",95,2016
30702,Victorian Maid Maria no Houshi,,1,Rx - Hentai,7.31,2111,,5153,4369,Hentai,24,2015
30705,Makura no Danshi,makuranodanshi,12,PG-13 - Teens 13 or older,4.75,11670,9233,2380,24640,Slice of Life,4,2015
30709,Kamisama Hajimemashita: Kako-hen,,4,PG-13 - Teens 13 or older,8.54,27168,87,1305,62185,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",30,2015
30711,Code Geass: Boukoku no Akito 5 - Itoshiki Monotachi e,Code Geass: Akito the Exiled - To Beloved Ones,1,R+ - Mild Nudity,7.26,18695,2554,1770,40332,"Action, Mecha, Military",59,2016
30714,Owari no Seraph: Owaranai Seraph,Seraph of the End: Seraph of the Endless,9,PG-13 - Teens 13 or older,7.4,15391,2037,1902,36028,"Comedy, Police, Supernatural, Vampire, Shounen",4,2015
30721,Hacka Doll The Animation,Hackadoll The Animation,13,PG-13 - Teens 13 or older,6.51,10489,5553,2200,27988,"Comedy, Sci-Fi",7,2015
30727,Saenai Heroine no Sodatekata ♭,Saekano: How to Raise a Boring Girlfriend .flat,11,PG-13 - Teens 13 or older,7.9,54607,705,678,124332,"Comedy, Ecchi, Harem, Romance, School",22,2017
30736,Shingeki no Bahamut: Virgin Soul,Rage of Bahamut: Virgin Soul,24,R - 17+ (violence & profanity),7.56,38961,1473,687,123155,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",23,2017
30738,Gamba: Gamba to Nakama-tachi,Air Bound,1,PG - Children,5.87,52,7641,10545,288,"Adventure, Kids",94,2015
30739,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,,3,PG-13 - Teens 13 or older,5.35,847,8598,6784,2063,"Comedy, Ecchi",5,2014
30740,Young Black Jack,Young Black Jack,12,PG-13 - Teens 13 or older,7.29,22475,2478,1454,54081,"Historical, Drama, Seinen",24,2015
30741,Hyoudou Ibuki: Kanpeki Ibuki Kaichou ga Kousoku Do M!? na Wake,,2,Rx - Hentai,6.79,1356,,5394,3859,Hentai,30,2015
30745,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna,Beyond the Boundary: I&#039;ll Be Here - Past Special,1,PG-13 - Teens 13 or older,8,9159,555,2571,21461,Music,4,2015
30746,Fushigi na Somera-chan,,12,PG-13 - Teens 13 or older,5.95,4582,7458,3698,9856,"Comedy, Magic, Slice of Life",3,2015
30749,Saijaku Muhai no Bahamut,Undefeated Bahamut Chronicle,12,PG-13 - Teens 13 or older,6.87,75521,4049,509,158294,"Action, Harem, Supernatural, Romance, Ecchi, Fantasy, Mecha, School",23,2016
30751,Usavich Zero,,13,PG-13 - Teens 13 or older,6.33,340,6288,8409,934,Comedy,1,2015
30754,Tamagotchi! x Taka no Tsume: Tamagotchi de Seikai Seifuku,,1,G - All Ages,5.81,16,12357,12762,111,"Comedy, Parody",7,2012
30757,Monster Strike,Monster Strike,51,PG - Children,6.65,2753,4977,3206,13878,"Action, Fantasy, Game",8,2015
30777,Kaijuu Sakaba Kanpai!,,13,PG - Children,4.95,42,10701,10229,341,"Comedy, Supernatural",3,2015
30778,Fairy Tail Movie 2: Dragon Cry,,1,PG-13 - Teens 13 or older,7.73,21846,1034,1311,61884,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",84,2017
30782,Bikini Warriors,Bikini Warriors,12,R+ - Mild Nudity,5.3,21450,8677,1588,47289,"Comedy, Ecchi, Fantasy, Parody",4,2015
30790,Yowamushi Pedal: Re:ROAD,,1,PG-13 - Teens 13 or older,7.48,1979,1715,4846,5094,"Drama, Shounen, Sports",89,2015
30795,Bakuon!!,Bakuon!!,12,PG-13 - Teens 13 or older,6.52,15294,5509,1747,40990,"Comedy, Seinen, Slice of Life",23,2016
30803,"Planetarium Chibi Maruko-chan, Hoshi ni Negai wo",,1,G - All Ages,6.39,31,11776,10895,236,"Kids, Slice of Life, Comedy, School",28,2015
30806,Schwarzesmarken,Schwarzes Marken,12,R - 17+ (violence & profanity),6.93,26434,3821,1163,70801,"Action, Military, Sci-Fi, Historical, Drama, Mecha",23,2016
30812,Gyakuten Majo Saiban: Chijo na Majo ni Sabakarechau The Animation,,1,Rx - Hentai,6.71,2111,,4956,4789,"Hentai, Magic",25,2015
30813,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,,1,PG-13 - Teens 13 or older,6.81,1811,4300,4327,6730,"Comedy, Romance, School",0.5,2015
30818,City Hunter: Ryou no Propose,,1,PG-13 - Teens 13 or older,6.66,93,4921,7623,1388,"Action, Mystery, Comedy, Police",20,2016
30825,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,Ghost Stories: The Headless Horsemen!! Curse of Death,1,PG-13 - Teens 13 or older,7.11,2843,3158,4869,4995,"Horror, Mystery, Supernatural",23,2001
30826,Suzakinishi The Animation,,12,PG-13 - Teens 13 or older,5.53,889,8332,5534,3637,"Slice of Life, Comedy",3,2015
30831,Kono Subarashii Sekai ni Shukufuku wo!,KonoSuba: God&#039;s Blessing on This Wonderful World!,10,PG-13 - Teens 13 or older,8.16,359121,361,58,580873,"Adventure, Comedy, Parody, Supernatural, Magic, Fantasy",23,2016
30845,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,,1,PG - Children,7.09,556,3222,7194,1709,"Music, Shoujo",56,2015
30850,UFO Gakuen no Himitsu,The Laws of the Universe - Part 0,1,G - All Ages,5.11,420,8937,7205,1701,"Sci-Fi, Space",125,2015
30851,Q Transformers: Saranaru Ninki Mono e no Michi,,13,PG-13 - Teens 13 or older,5.72,72,7952,10268,337,"Slice of Life, Parody, Mecha",3,2015
30868,Ajin Part 1: Shoudou,Ajin: Demi-Human Movie 1: Compel,1,R - 17+ (violence & profanity),7.69,10761,1122,2149,29191,"Action, Horror, Mystery, Seinen, Supernatural",104,2015
30869,Ajin Part 2: Shoutotsu,Ajin: Demi-Human Movie 2: Confront,1,None,7.46,2321,1750,3010,15584,"Action, Horror, Mystery, Seinen, Supernatural",105,2016
30870,Ajin Part 3: Shougeki,Ajin: Demi-Human Movie 3: Collide,1,None,7.45,1678,1794,3213,13844,"Action, Horror, Mystery, Seinen, Supernatural",120,2016
30875,Washimo 3rd Season,,44,G - All Ages,4.13,16,12649,12440,126,"Comedy, Kids, School, Sci-Fi, Slice of Life",10,2015
30885,Noragami Aragoto OVA,,2,PG-13 - Teens 13 or older,8.09,53117,450,839,103484,"Action, Adventure, Comedy, Supernatural, Shounen",23,2015
30891,Oni Chichi: Refresh♥,,0,Rx - Hentai,7.29,2746,,4050,7934,Hentai,18,2015
30892,Boo Boo Boy,,26,G - All Ages,4.83,23,9745,11396,187,"Cars, Kids",2,2015
30893,Deban Desu Yo! Onigirizu,,6,G - All Ages,4.36,36,9962,11153,209,Comedy,5,2015
30895,HaruChika: Haruta to Chika wa Seishun suru,Haruchika: Haruta & Chika,12,PG-13 - Teens 13 or older,6.43,20512,5877,1307,62060,"Music, Slice of Life, Mystery, Romance, School",24,2016
30896,Love Live! School Idol Project: μ&#039;s →NEXT LoveLive! 2014 - Endless Parade Encore Animation,,1,PG-13 - Teens 13 or older,7.1,973,3212,5794,3236,Comedy,4,2014
30901,Utawarerumono: Itsuwari no Kamen,Utawarerumono: The False Faces,25,PG-13 - Teens 13 or older,7.34,29098,2289,1147,71759,"Action, Drama, Fantasy",23,2015
30902,Yuru Yuri Nachuyachumi!+,,2,PG-13 - Teens 13 or older,7.84,15869,822,2129,29582,"Slice of Life, Comedy, Shoujo Ai",24,2015
30911,Tales of Zestiria the X,Tales of Zestiria the X,12,PG-13 - Teens 13 or older,7.48,76405,1710,439,180261,"Action, Adventure, Magic, Fantasy",23,2016
30915,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,Blood Blockade Battlefront: Even These Are the Worst and Best Days Ever,1,R - 17+ (violence & profanity),6.82,11173,4240,2517,22201,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",24,2015
30916,The Five Killers,,1,PG-13 - Teens 13 or older,6.05,171,7247,9600,482,Action,1,2007
30919,Sora no Method: Aru Shoujo no Kyuujitsu★,,1,PG-13 - Teens 13 or older,6.89,2607,3965,4620,5732,"Slice of Life, Fantasy, Comedy",11,2015
30920,Utopa,,1,None,5.7,348,8010,8253,1013,Sci-Fi,23,2016
30921,Kacchikenee!,,1,None,6.4,171,5990,7758,1292,Supernatural,24,2016
30922,Kaze no Matasaburou (Movie),,1,G - All Ages,6.18,793,6834,6951,1925,"Supernatural, Fantasy",22,2016
30923,Colorful Ninja Iromaki,,1,None,5.9,90,7565,9088,647,Fantasy,24,2016
30925,Gatchaman Crowds Insight: Inbound,Gatchaman Crowds Insight,1,PG-13 - Teens 13 or older,7.08,9241,3261,2773,18405,"Sci-Fi, Adventure",14,2015
30947,Kurayami Santa,,13,PG-13 - Teens 13 or older,5.23,715,8785,6845,2013,"Historical, Supernatural",3,2015
30948,Kowabon,,13,PG-13 - Teens 13 or older,5.31,8719,8670,2375,24714,Horror,3,2015
30952,New Initial D Movie: Legend 3 - Mugen,,1,PG-13 - Teens 13 or older,7.92,2995,664,4136,7566,"Cars, Seinen, Sports",60,2016
30953,Arslan Senki (TV) Specials,,8,PG-13 - Teens 13 or older,6.74,1466,4567,4194,7342,Comedy,1,2015
30954,Jakusansei Million Arthur,,0,PG-13 - Teens 13 or older,6.54,79,5452,8909,710,"Comedy, Parody, Ecchi, Fantasy",1,2015
30988,Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,,2,PG-13 - Teens 13 or older,7.1,2381,3202,4794,5249,"Slice of Life, Comedy, Seinen",24,2015
30989,Bary-san no Imabari-ben Kouza,,47,G - All Ages,5.61,18,9690,9973,390,Comedy,0.5,2015
30991,Himouto! Umaru-chan OVA,,2,PG-13 - Teens 13 or older,7.36,20196,2189,1818,38611,"Slice of Life, Comedy, School, Seinen",23,2015
31018,DD Hokuto no Ken 2 Ichigo Aji+,DD Fist of the North Star 2: Strawberry Flavor Plus,12,PG-13 - Teens 13 or older,5.96,581,7433,6684,2168,"Comedy, Parody, School, Seinen",23,2015
31019,Norasco (TV),,43,G - All Ages,5,11,11528,11703,165,"Slice of Life, Comedy",2,2014
31020,Norasco: Cinema Point Card-hen,,10,G - All Ages,6.25,12,11530,13076,95,"Comedy, Slice of Life",1,2014
31035,Inferno Cop Specials,,3,PG-13 - Teens 13 or older,6.17,525,6859,6822,2034,"Action, Comedy",2,2015
31043,Boku dake ga Inai Machi,ERASED,12,R - 17+ (violence & profanity),8.56,440402,77,40,699351,"Mystery, Psychological, Seinen, Supernatural",23,2016
31044,Kamisama Minarai: Himitsu no Cocotama,,0,PG - Children,6.11,219,7057,7088,1792,"Slice of Life, Kids, Magic, Fantasy",24,2015
31049,Beyblade Burst,,51,PG - Children,6.65,1560,4955,4491,6129,"Action, Sci-Fi, Adventure, Sports, Shounen",24,2016
31050,Cyborg 009 VS Devilman,,3,R - 17+ (violence & profanity),6.59,3016,5239,4435,6368,"Action, Sci-Fi, Super Power, Demons, Supernatural, Shounen",31,2015
31051,Kuroko no Basket: Saikou no Present Desu,,1,PG-13 - Teens 13 or older,8.27,21134,267,1797,39360,"Action, Sports, School, Shounen",23,2015
31055,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,,1,PG - Children,6.55,63,5429,9006,677,"Music, Slice of Life, School, Shoujo",60,2015
31056,Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,Fate/Kaleid Liner Prisma Illya 2Wei Herz! Shorts,5,PG-13 - Teens 13 or older,7.1,7264,3202,2875,17210,"Comedy, Magic, Ecchi",6,2015
31071,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou",,5,G - All Ages,5.31,50,8669,10404,313,Comedy,3,2015
31080,Anne Happy♪,Anne-Happy,12,PG-13 - Teens 13 or older,7.07,19439,3293,1606,46659,"Slice of Life, Comedy, School",23,2016
31091,Komori-san wa Kotowarenai!,Komori-san Can&#039;t Decline!,12,PG-13 - Teens 13 or older,6.28,16272,6469,2035,32069,"Slice of Life, Comedy, School",2,2015
31096,Hibike! Euphonium: Suisougaku-bu no Nichijou,Sound! Euphonium Specials,7,PG-13 - Teens 13 or older,6.74,7706,4578,2879,17161,"Comedy, Music, School",2,2015
31098,Ushio to Tora (TV) 2nd Season,Ushio & Tora,13,PG-13 - Teens 13 or older,8.06,33039,481,1206,67362,"Action, Adventure, Comedy, Demons, Supernatural, Shounen",24,2016
31101,"Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro Da yo",,1,Rx - Hentai,6.13,1186,,5906,3068,Hentai,26,2015
31105,Buddy Complex: Daremo Shiranai Ashita e,,1,PG-13 - Teens 13 or older,7.06,613,3327,7121,1768,"Action, Mecha, Sci-Fi",94,2014
31109,Hatsukoi Monster,First Love Monster,12,PG-13 - Teens 13 or older,5.92,16387,7512,1398,57331,"Comedy, Romance, School, Shoujo",24,2016
31111,Nisshin Seifun Group CM,,3,G - All Ages,6.15,315,6938,8784,763,"Kids, Slice of Life",0.5,2018
31121,Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,,60,PG-13 - Teens 13 or older,6.61,8311,5164,2517,22230,"Slice of Life, Comedy",0.416666667,2015
31128,Arslan Senki (TV): Dakkan no Yaiba,The Heroic Legend of Arslan,1,R - 17+ (violence & profanity),6.56,4154,5366,3824,9140,"Action, Adventure, Fantasy, Supernatural, Historical, Drama",24,2015
31137,Mahou Shoujo Lyrical Nanoha ViVid: Special Program,,1,PG-13 - Teens 13 or older,6.14,468,6969,7233,1682,"Action, Magic",25,2015
31138,Overlord: Ple Ple Pleiades,,8,PG-13 - Teens 13 or older,7.05,21380,3381,1781,39944,"Action, Comedy, Magic, Fantasy",3,2015
31139,Ame-iro Cocoa: Rainy Color e Youkoso!,"Rainy Cocoa, Welcome to Rainy Color",12,PG - Children,4.87,3274,9135,4185,7371,"Slice of Life, Comedy",2,2015
31143,Onsen Yousei Hakone-chan,Hakone-chan,13,PG-13 - Teens 13 or older,5.89,10729,7599,2525,22108,"Comedy, Seinen, Slice of Life",3,2015
31147,Concrete Revolutio: Choujin Gensou,Concrete Revolutio,13,PG-13 - Teens 13 or older,6.8,17576,4306,1357,59961,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",24,2015
31149,Persona 3 the Movie 4: Winter of Rebirth,,1,R - 17+ (violence & profanity),8.13,10881,405,2224,27671,"Action, Supernatural, Fantasy",105,2016
31156,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",,1,PG-13 - Teens 13 or older,6.48,5367,5684,3244,13485,"Action, Drama, Magic, Fantasy, School",23,2016
31157,ClassicaLoid,ClassicaLoid,25,PG-13 - Teens 13 or older,6.48,3305,5671,2791,18247,"Music, Comedy",24,2016
31163,Dimension W,Dimension W,12,R - 17+ (violence & profanity),7.31,87063,2379,428,182512,"Action, Sci-Fi, Seinen",24,2016
31168,Pokemon XY: Odemashi Ko Majin Hoopa,"Pokemon: Hoopa, The Mischief of Pokemon",1,PG - Children,6.39,1287,6045,6070,2868,"Action, Fantasy, Kids",14,2015
31173,Akagami no Shirayuki-hime 2nd Season,Snow White with the Red Hair 2,12,PG-13 - Teens 13 or older,8.13,73814,391,602,138158,"Drama, Romance, Fantasy, Shoujo",24,2016
31174,Osomatsu-san,Mr. Osomatsu,25,R - 17+ (violence & profanity),8.18,34618,337,887,97956,"Comedy, Parody",23,2015
31178,Uta no☆Prince-sama♪ Maji Love Legend Star,Uta no Prince Sama Legend Star,13,PG-13 - Teens 13 or older,7.35,6260,2261,2565,21529,"Harem, Music, Comedy, Romance, Shoujo",24,2016
31181,Owarimonogatari,Owarimonogatari,12,R - 17+ (violence & profanity),8.44,89141,144,393,192246,"Mystery, Comedy, Supernatural, Vampire",26,2015
31196,Cardfight!! Vanguard G: GIRS Crisis-hen,Cardfight!! Vanguard G GIRS Crisis,26,PG-13 - Teens 13 or older,6.94,1907,3766,4934,4835,"Action, Game, Shounen",24,2015
31201,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,Doraemon the Movie: Nobita and the Birth of Japan 2016,1,PG - Children,7.41,348,1968,8479,894,"Adventure, Comedy, Kids, Fantasy, Shounen",104,2016
31202,Chibi Maruko-chan Movie: Italia kara Kita Shounen,,1,G - All Ages,6.47,76,5709,10148,355,"Slice of Life, Comedy, Kids, School",94,2015
31221,Tantei Team KZ Jiken Note,,16,PG - Children,6.26,4188,6559,3530,11039,"Mystery, School",9,2015
31223,Phantasy Star Online 2 The Animation,,12,PG-13 - Teens 13 or older,6.46,17818,5770,1685,43504,"Action, Game, Sci-Fi, School",24,2016
31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,,22,R - 17+ (violence & profanity),7.79,2201,900,4696,5521,"Mystery, Shounen",24,2015
31229,Servamp,SERVAMP,12,R - 17+ (violence & profanity),7.11,44740,3187,719,119654,"Action, Comedy, Drama, Josei, Supernatural, Vampire",24,2016
31231,Pokemon the Movie XY&Z: Volcanion to Karakuri no Magearna,Pokemon the Movie: Volcanion and the Mechanical Marvel,1,PG - Children,7.01,3747,3538,3975,8311,"Adventure, Fantasy, Kids",89,2016
31233,Lu Shidai,,14,PG-13 - Teens 13 or older,6.81,878,4279,5663,3432,"Action, Game, Adventure, Comedy, Parody",10,2013
31234,Himouto! Umaru-chanS,Himouto! Umaru-chanS,12,PG-13 - Teens 13 or older,6.98,13467,3639,2118,29805,"Comedy, Seinen, Slice of Life",2,2015
31237,Ganbare-bu Next!,,6,G - All Ages,4.87,15,10183,12488,123,"Comedy, Sports",2,2015
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,25,R - 17+ (violence & profanity),8.43,438250,153,36,720575,"Psychological, Drama, Thriller, Fantasy",25,2016
31244,Makura no Danshi: Sono Ato no Makura no Danshi,,1,PG-13 - Teens 13 or older,5.08,313,8964,7022,1857,Slice of Life,0,2015
31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,I&#039;ve Always Liked You,1,PG-13 - Teens 13 or older,7.42,32559,1958,1115,74160,"Romance, School",63,2016
31251,Mobile Suit Gundam: Iron-Blooded Orphans,Mobile Suit Gundam: Iron-Blooded Orphans,25,R - 17+ (violence & profanity),8,48103,557,869,100279,"Action, Drama, Mecha, Sci-Fi, Space",24,2015
31280,Selector Destructed WIXOSS Movie,,1,G - All Ages,7.31,3571,2404,3337,12674,"Game, Psychological",89,2016
31283,Bikini Warriors Special,,1,R+ - Mild Nudity,5.49,4551,,3864,8920,"Comedy, Parody, Ecchi, Fantasy, Yuri",4,2015
31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,,1,PG-13 - Teens 13 or older,7.79,10381,909,2795,18191,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",106,2015
31297,"Tokyo Ghoul: ""Pinto""",,1,R - 17+ (violence & profanity),7.52,49946,1593,951,89146,"Action, Mystery, Horror, Psychological, Supernatural, Drama",24,2015
31300,Change Our Mirai!,Change Our Mirai!,1,PG-13 - Teens 13 or older,5.69,690,8015,7648,1371,Music,2,2015
31318,Comet Lucifer,Comet Lucifer,12,PG-13 - Teens 13 or older,5.95,31870,7452,1027,81576,"Action, Adventure, Fantasy, Mecha",23,2015
31319,12-sai. 2nd Season,,4,PG - Children,6.39,504,6020,6487,2390,"Romance, School, Shoujo",13,2015
31324,Grisaia no Meikyuu Special,,1,R+ - Mild Nudity,7.47,15892,1724,2152,29126,Ecchi,3,2015
31326,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,High School DxD BorN Specials,6,R+ - Mild Nudity,7.46,17517,1775,1952,34491,"Comedy, Ecchi",3,2015
31327,Shokugeki no Souma OVA,,2,PG-13 - Teens 13 or older,7.48,23346,1708,1461,53832,"Ecchi, School, Shounen",25,2016
31338,Hundred,Hundred,12,PG-13 - Teens 13 or older,6.57,76116,5334,514,156570,"Action, Sci-Fi, Harem, Romance, Ecchi, Mecha, School",24,2016
31339,Drifters,Drifters,12,R - 17+ (violence & profanity),8.05,116902,486,290,241830,"Action, Adventure, Comedy, Historical, Samurai, Fantasy, Seinen",23,2016
31344,K: Missing Kings - Manner Movie,,1,G - All Ages,6.72,1326,4664,4973,4752,Comedy,1,2014
31361,Neko Enikki,,13,G - All Ages,6.5,10,11424,11241,200,"Comedy, Slice of Life",0,2015
31368,Grisaia no Rakuen Specials,,5,R+ - Mild Nudity,7.16,13941,2962,2285,26349,Ecchi,3,2015
31369,Mori no Ongakudan,Musicians of the Forest,0,PG - Children,4.93,15,11328,12143,139,"Comedy, Music",7,2015
31370,Tonkatsu DJ Agetarou,,12,PG-13 - Teens 13 or older,7.18,4234,2910,3788,9330,"Music, Comedy, Shounen",9,2016
31373,Rudolf to Ippaiattena,Rudolf the Black Cat,1,G - All Ages,6.88,100,4008,9050,661,"Adventure, Kids",90,2016
31374,Shingeki! Kyojin Chuugakkou,Attack on Titan: Junior High,12,PG-13 - Teens 13 or older,7.07,38745,3320,1037,80521,"Comedy, Parody, School, Shounen",17,2015
31376,Flying Witch,Flying Witch,12,PG-13 - Teens 13 or older,7.61,58827,1323,572,145079,"Slice of Life, Comedy, Supernatural, Magic, Shounen",23,2016
31377,Kataribe Shoujo Honoka,,1,G - All Ages,5.54,96,8301,10201,344,"Slice of Life, Supernatural",10,2015
31378,Owari no Seraph: Kyuuketsuki Shahar,,1,R - 17+ (violence & profanity),7.22,13362,2739,1997,32991,"Action, Military, Supernatural, Drama, Vampire, Shounen",23,2016
31380,To LOVE-Ru Darkness 2nd OVA,,3,R+ - Mild Nudity,7.77,16793,955,1905,35932,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen",22,2016
31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,,1,PG-13 - Teens 13 or older,7.48,25469,1691,1661,44475,"Action, Supernatural, Magic, Fantasy",9,2015
31397,Mesu Kyoushi 4: Kegasareta Kyoudan,,4,Rx - Hentai,6.83,1689,,4941,4825,Hentai,17,2015
31400,Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka,,2,Rx - Hentai,6.65,1487,,5325,3969,Hentai,19,2015
31402,Soul Worker: Your Destiny Awaits,,5,PG-13 - Teens 13 or older,6,630,7360,6941,1937,"Action, Fantasy, Sci-Fi",3,2016
31403,Colosseum no Senki: Another Story,,2,Rx - Hentai,5.91,886,,6705,2149,"Hentai, Fantasy",20,2015
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,And you thought there is never a girl online?,12,PG-13 - Teens 13 or older,7.08,117011,3278,307,231131,"Game, Comedy, Romance, Ecchi, School",24,2016
31405,Joker Game,Joker Game,12,R - 17+ (violence & profanity),7.13,55490,3076,603,137999,"Military, Historical, Drama",23,2016
31410,Mini Van 2nd Season,,26,PG-13 - Teens 13 or older,6.21,34,11264,9440,524,"Game, Slice of Life, Comedy, Parody",3,2015
31414,Nijiiro Days,Rainbow Days,24,PG-13 - Teens 13 or older,7.5,40787,1638,893,97026,"Comedy, Romance, School, Shoujo, Slice of Life",13,2016
31417,Binan Koukou Chikyuu Boueibu LOVE! LOVE!,Cute High Earth Defense Club LOVE! LOVE!,12,PG-13 - Teens 13 or older,7.21,6071,2761,2792,18248,"Slice of Life, Comedy, Parody, Magic, School",24,2016
31418,KanColle Movie,Fleet Girls Collection KanColle Movie Sequence,1,PG-13 - Teens 13 or older,7.64,7460,1249,2541,21888,"Action, Military, Sci-Fi, Drama",93,2016
31422,Minami Kamakura Koukou Joshi Jitenshabu,Minami Kamakura High School Girls Cycling Club,12,PG-13 - Teens 13 or older,6.22,4121,6702,3281,13163,"Sports, School, Shounen",23,2017
31424,Inyouchuu Etsu Special,,1,Rx - Hentai,6.1,304,,8100,1102,"Hentai, Supernatural, Demons, Horror",5,2014
31426,Urawa no Usagi-chan Special,,1,PG - Children,5.29,427,8710,7732,1308,"Comedy, School, Slice of Life",3,2015
31430,Terra Formars Revenge,,13,R - 17+ (violence & profanity),6.87,25006,4055,1501,51853,"Action, Sci-Fi, Space, Horror, Drama, Seinen",24,2016
31433,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,,12,R - 17+ (violence & profanity),7.55,4664,1496,1900,36116,"Action, Military, Sci-Fi, Space, Drama",25,2018
31439,Wagamama High Spec,Wagamama High Spec,12,PG-13 - Teens 13 or older,5.46,9467,8444,2357,25118,"Comedy, School",3,2016
31440,Teekyuu 6,Teekyu 6,12,PG-13 - Teens 13 or older,6.75,5711,4556,3600,10505,"Comedy, Shounen, Sports",2,2015
31442,Musaigen no Phantom World,Myriad Colors Phantom World,13,PG-13 - Teens 13 or older,7,114341,3571,275,252038,"Action, Comedy, Fantasy, Slice of Life, Supernatural",24,2016
31452,Norn9: Norn+Nonet,Norn9,12,PG-13 - Teens 13 or older,6.68,16498,4854,1512,51362,"Sci-Fi, Adventure, Romance, Fantasy, Josei",24,2016
31454,Gundam: G no Reconguista - From the Past to the Future,,1,PG-13 - Teens 13 or older,6.11,412,7050,7865,1234,"Action, Mecha, Sci-Fi, Space",9,2015
31456,Code:Realize - Sousei no Himegimi,Code:Realize ~Guardian of Rebirth~,12,PG-13 - Teens 13 or older,6.67,9638,4877,1651,44776,"Military, Historical, Romance, Fantasy, Josei",23,2017
31463,"Maemilggot, Unsu Joeun Nal, Geurigo Bombom",The Road Called Life,1,PG-13 - Teens 13 or older,5.64,11,11116,11611,172,"Drama, Slice of Life",90,2014
31471,MILPOM★,,0,PG - Children,4.47,208,9369,9063,653,"Comedy, Shoujo",5,2015
31478,Bungou Stray Dogs,Bungo Stray Dogs,12,R - 17+ (violence & profanity),7.81,162601,856,160,345056,"Action, Mystery, Comedy, Supernatural, Seinen",23,2016
31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",,1,PG-13 - Teens 13 or older,7.79,17001,892,1956,34354,"Drama, Fantasy, Romance, Shoujo",24,2016
31485,Aikatsu Stars! Movie,,1,PG - Children,7.43,709,1880,6548,2314,"Music, School, Shoujo, Slice of Life",59,2016
31486,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,,1,PG-13 - Teens 13 or older,7.16,707,2983,6499,2371,"Comedy, Mystery, Super Power",70,2016
31490,One Piece Film: Gold,,1,PG-13 - Teens 13 or older,8.14,30925,384,1409,56534,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",120,2016
31491,Hantsu x Trash,Sexy and Stupid Water Polo Comedy!!,3,R+ - Mild Nudity,5.28,4749,8719,3598,10524,"Comedy, Ecchi, Romance, School, Seinen, Sports",12,2015
